Total Population,ZIP,Traffic,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden
2189,94591,426.6959648,0.025,28.91,3.3,26.6,16.2
2846,91344,2217.713803,0.1,51.58,3.3,9.5,24.9
4379,94553,1224.317801,0,31.22,4.4,23.1,10
4631,95403,1364.018968,2.81,42.38,NA,21.5,13.8
4107,95457,315.8006177,0,26.96,3.1,62.7,18.2
8445,94014,644.7180794,0.2,34.46,14.4,23.6,8.5
5488,92308,276.0965153,0,24.60,1.6,33.3,20.8
7129,94040,1205.72618,0.385,42.55,16.5,28.2,17.4
4624,92103,813.0198166,0.5,44.53,4.9,14.3,11.4
6797,92882,1321.58645,0.45,48.46,6.1,19,10
4528,93704,448.1109188,0.135,40.79,2,26,12.3
3849,95035,1363.793324,0.87,41.72,20.7,18.6,10.1
5623,95640,294.3123591,2.2,47.34,0.4,20.3,17.7
5136,91792,659.2955044,0.295,47.29,19.9,15.1,20.6
1645,93001,304.8092841,0.425,39.57,2.2,27.5,25.8
4962,93035,1114.06045,0.07,48.57,0,11.5,16
5152,92879,481.1378247,0.125,35.41,4.4,42.7,22
5444,90501,768.9117141,0.54,48.02,7.4,24.7,12
5474,90815,1441.853454,0.485,58.27,2.2,11.5,10.1
4315,91304,1108.751137,0.905,51.66,7.2,14.3,7.1
3703,95973,982.4982849,0.37,37.27,4,40.2,14.9
6346,95122,1022.327414,0.225,31.73,9.5,21.4,16.8
2170,95327,232.7951148,0.15,37.59,1.3,22,11.2
2788,90038,1539.686215,0.335,61.49,7.7,18.1,17.4
7487,91326,3938.792052,0.225,37.69,23.3,10.2,21.5
3275,92683,2424.614997,0.605,49.78,3.9,15.3,13.4
3311,91748,1084.843164,0.15,38.12,45.4,36.5,33.3
5177,91745,1076.894982,0.02,37.60,34.8,25.4,21.6
6933,92117,1682.369864,0.3,51.02,2.5,33.1,13.8
5846,91701,1391.710183,0.12,42.29,10.8,35.1,20.3
5354,92345,248.3652887,0,27.46,2.3,34,16.8
3563,91360,1073.404768,0.18,35.49,5.7,29.5,17.7
4000,92551,494.6289356,0.095,23.97,8.6,39,22.6
2907,92262,635.6596928,0.31,27.98,3.3,33.2,19.5
4851,95023,607.6910287,0.125,24.85,16.2,38.2,17.4
3342,92081,832.7997681,4.215,49.51,3.9,33.7,20.2
5087,92392,348.7016792,0.3,22.67,10.2,39.6,15
3064,90503,1441.439108,0.805,58.82,13.8,16.3,16.2
4616,91344,2656.587808,0.135,47.80,3.1,20,11.2
3702,93722,710.3065395,0.15,39.64,4.2,32.3,19.6
1423,92407,315.9526172,0.1,37.78,1.9,29.4,11.3
14686,95377,1228.623162,1.235,43.47,5.4,10.3,9.8
4715,93550,370.4621738,0.01,23.44,3,56.7,23.7
6643,91602,2648.743633,0.07,49.81,4.7,17.2,22.5
6086,92345,2409.587616,0,25.15,6.4,52.3,16.2
5628,90713,808.9191328,0.22,52.04,3.1,9.4,11.1
7192,92821,1804.89345,1.52,59.10,3.8,14.2,7.8
2521,90035,1668.333843,0.145,47.82,13.6,22.4,30.7
4698,90623,1057.082268,0.13,39.65,19.6,23.1,14
2461,94559,364.7678549,0.04,44.03,13.8,26.2,19.8
4125,90504,910.0325673,0,38.94,12.6,21.5,20.6
17392,95355,653.959422,0,39.05,6.1,16.6,8
2397,95122,712.9790674,0.1,29.00,23.9,26.7,18.1
3409,92083,732.1017403,0.285,38.73,6.7,26.7,2.8
5340,92021,633.6612139,0.4,34.67,2.8,25,20.3
5739,90045,3305.026281,0.155,50.11,4.5,19,24.2
6313,95376,1088.278026,0.36,31.65,2.4,17.4,8.1
9668,92084,526.321175,0.225,42.23,1.4,39.4,15
4830,94579,418.5121439,0.11,28.63,16.6,22,11.1
6990,91321,2176.950025,0.5,45.76,3.6,20.1,16.9
3385,93033,805.8987667,0.035,35.18,8.7,30.3,13
6378,92346,375.8802278,0.2,38.75,2.2,8.3,10.2
7474,93292,476.9453852,0.15,45.92,4.4,24,14.4
9111,95694,166.4936235,0.6,41.81,6.4,16.8,10.7
12851,95382,673.1542966,0.05,40.92,3.2,22.3,8.3
4840,90604,773.0479804,0.02,35.80,9.9,26.7,12.1
3764,92056,1435.207887,0.17,35.82,NA,40.8,18.3
4621,95240,212.1028654,0.15,49.99,6.8,22.2,8
4423,90802,783.4466337,0.3,40.56,2.1,31.6,18.5
4659,93013,827.6990039,0.9,46.53,9.4,20.3,24
6533,95127,549.3307208,0.2,26.94,13.3,31.3,25.7
2173,95603,1010.527417,0.3,41.75,0.6,39.7,22.6
6422,92373,277.0347538,0.32,42.75,1.6,18.3,12.1
2623,94590,906.553167,0.065,27.27,5.5,24.3,15.9
2728,93306,746.8382713,0.225,38.27,0.5,14.8,10.4
5413,92567,1270.576822,0,37.04,1.7,26.8,17.5
3900,94510,857.6299433,0.975,49.42,3.3,20.1,12.8
5878,92201,761.806235,0.3,29.20,14.4,25.9,19.6
4717,92708,2305.513153,0.685,50.89,9.2,13.2,8.4
7457,92530,911.8911474,0.03,27.37,5.7,44,22.6
4989,95470,258.0966555,0.335,31.21,8,38.2,17.2
2620,92407,103.990417,0.01,31.86,0,31.2,21.9
2146,90042,714.7316247,0.11,41.04,4.6,22.6,14.1
3181,94010,1645.314321,0.65,49.11,6.7,19.2,16.4
8050,95404,752.7713217,0.325,32.59,6.4,34.9,16.5
5163,94703,742.2529583,0.45,40.10,4.4,26.1,17.9
5453,94541,427.8297758,0.195,32.64,14.1,31,18.4
5419,91001,408.1607541,0.1,38.53,7.5,21.6,19.9
5962,93230,307.4836639,0.21,34.66,0,16.5,8.6
5632,91351,878.8304645,0,38.45,6.5,14.9,11.5
1050,32,98.97132105,0.2,45.10,20.2,38.5,10.6
8540,92373,1222.070749,0.7,54.00,0.3,10.8,5.7
2805,93454,316.9126069,3.185,49.27,6.4,17.6,7.3
6078,95127,1223.315862,0.3,29.59,11.3,38.4,24.9
4838,90292,1472.947579,0.5,64.48,5.8,25.8,11.9
985,91011,591.2767045,0.25,50.06,9.1,32.5,16.7
5407,92234,1003.855399,0.2,25.27,19.4,45.4,24.9
5752,90713,733.5243646,0.475,49.33,2.1,12.7,8.3
5648,95828,913.564157,0.05,24.96,12,28.3,14.6
3622,94102,850.8210198,4.41,41.54,5.8,20,17.7
4011,92866,469.2868846,1.45,51.69,3,35.7,21.1
3052,94089,3292.288148,0.355,46.80,11.6,20.3,18.2
4019,92626,3404.204778,0.435,46.72,4.6,15.5,12.6
4190,91201,231.3779128,0.01,47.32,5.8,16.1,20.2
6723,92629,829.0472854,0.295,42.64,4.2,31.4,26
5068,94014,506.9452796,0.15,30.30,12.4,18,15
2074,91773,3812.229659,0,54.69,9.7,7.9,12.2
4091,96052,47.62163038,0.2,29.90,0,35.3,18.5
1981,95035,775.0837799,0.85,32.41,24.8,15.5,17.8
4073,90713,769.0097417,0.575,39.13,4,19,16.3
4355,94591,414.0038811,0.11,27.65,8.2,30.6,17
3575,93401,1231.181073,0.485,48.36,0.7,50.4,25.9
2173,93436,252.8411929,0.1,31.33,5.4,25.8,13.2
2538,95648,478.7865375,0.075,34.94,6.5,28.5,15.3
13334,95961,295.2333078,0.6,41.94,4.8,19.1,7.6
3374,90603,953.9138926,0.055,45.10,4.1,13.1,14.4
3100,90045,2835.285925,6.345,63.21,0,7.3,11.7
4675,95550,465.0342217,2.025,28.57,0.6,45.3,25.3
5270,92683,3388.997237,0.035,56.31,2.5,11.6,11
4951,92647,1101.118517,0.665,46.62,2.1,15,10.7
6423,90503,1143.122267,0.855,45.01,23.6,19.6,21.7
6273,92084,628.2287293,0.4,35.19,5,38.3,25.3
5116,92649,617.8228343,0.155,34.94,8,32.3,21.4
7286,95688,400.3206111,0.265,28.34,9.1,33.8,22.4
2414,90048,1122.292637,0.955,53.06,4.1,17.6,11.6
3462,92114,445.6074878,0,29.91,4,26.3,16.5
6223,91711,647.515317,0.56,50.75,1.8,11.5,17.2
2997,95119,788.3769432,9.89,37.76,1.9,9.8,14.3
4548,95822,578.9850737,0.3,32.81,6.4,17.9,12.7
7323,92345,2226.358602,0.3,29.58,8.1,38.3,16.7
21531,92392,564.4019838,0.3,25.78,NA,21.6,19.5
5986,94112,622.5550548,0.225,30.59,17.5,32.7,27.5
3296,93436,387.3416648,4.73,41.82,2.7,26,11.9
2327,91326,2703.168762,0.01,38.94,5.8,14.7,5.6
2057,90732,607.0652834,0.135,31.14,NA,34.5,20
588,94035,4297.588844,2.78,48.25,NA,19.2,34.2
7298,95901,205.7617342,0.11,45.94,3.1,18.5,6.7
1698,91789,1259.665809,0.11,46.27,17.1,17.6,16.7
2467,95670,658.0493218,0.1,33.15,5.1,38.1,15.2
5183,94606,1759.228752,0.175,41.72,8.9,23.1,16.2
6284,95667,1091.670413,0.345,39.49,0.5,24.5,22.1
3475,90025,1130.111213,0.73,57.77,6.7,30.6,27.6
1916,95336,478.2482192,0.1,28.28,6.7,41.8,11.1
2679,90712,754.3845446,0.03,38.11,1.9,23.9,14.9
5634,95608,424.4977488,0.3,33.66,6.4,33.3,18.9
1122,92549,148.3801332,0.1,33.21,NA,34.6,16.2
4997,92672,1438.72738,0.25,41.38,9.6,18.5,22.6
6145,92114,514.3130472,0.045,31.57,4.7,26.9,20.6
9081,92563,948.9620889,0.39,33.93,3.1,23,12.6
5981,95831,1246.873371,0.285,31.27,6.7,32.1,23.1
3885,90703,740.3555847,0.21,38.79,15.8,5.7,17.6
5982,94564,462.9727938,0.32,33.22,5.1,17,18.2
3534,90505,1583.470944,1.635,49.39,10,15.7,23.1
3481,92021,770.4038235,0.045,34.85,0,29.9,23.1
2733,91301,3730.138595,0.16,44.99,8.4,15.5,21
3059,90036,1417.659668,0.55,50.48,2.2,19.5,27.3
3030,95621,2398.214197,0.01,30.63,2.9,23.4,12.7
10227,92301,563.4585441,0.15,20.54,3.3,55.2,26.7
3555,92139,180.8970283,0,29.04,4.4,24.3,12.9
4264,92056,1025.944187,0.35,37.54,5.8,41.4,14.4
6303,91765,3357.815226,0.1,43.82,13.7,17.3,13.2
4410,92026,861.933493,0.645,43.58,13.8,26.5,18.9
6109,94132,2072.168806,0.245,33.58,24.2,21.9,23.1
5428,95501,548.3851603,1.035,33.16,3,33.2,17.3
3419,95827,1433.188431,0.11,39.02,2.2,31.6,11.6
4979,92111,588.3432243,0.225,37.80,8.7,44,20.2
3965,94015,1502.089527,0.61,38.77,12.4,13.3,12.2
4644,92346,464.037726,0.135,31.15,2.5,25.6,15.3
4708,94043,2054.520003,0.43,46.15,13.9,13.8,10.1
6693,93001,1340.965306,1.13,64.11,2.7,23.3,16.6
5466,91775,1006.734494,0.145,46.34,18.5,33.2,17.3
7427,92530,483.8661964,0,29.97,0.5,31.7,26.2
4991,94605,238.789824,0.045,22.96,3.2,49.4,26.3
7331,95131,1165.024837,5.745,45.10,24,19,11.4
4395,90064,3883.358536,1.08,59.14,8.8,16,23
5018,95963,320.4083777,0.55,42.70,5.8,36.4,15.4
6236,90505,1131.318031,0.81,51.91,9.3,17.4,14.4
2952,94538,2556.398798,0.07,36.13,9.8,10.1,9.9
4347,95565,161.5267151,0,28.60,0.5,38.3,18.1
4424,91741,594.1760234,0.26,51.46,7,20.6,18.1
10440,92660,2224.924592,1.47,65.43,5,28.7,20.1
4533,91701,585.8108077,0.35,46.75,4.5,12.3,17.5
3939,92571,541.2667818,0.145,29.09,3.3,22.9,12.3
3657,95621,2336.51848,0.01,39.58,4.3,26.3,11.8
5211,91701,1086.155317,0.15,41.06,7.1,12.9,12.9
3889,94133,651.3121091,1.64,41.99,25.4,48.4,14.7
2954,94606,456.9665814,0.055,32.59,6.9,17.2,18
2557,94706,691.4273081,1.185,47.40,8.4,14.7,16.8
3574,94577,1537.415242,0.22,35.82,1.6,14.5,17.2
5672,96002,720.1605634,0.31,37.34,1.6,40.6,9.9
4223,95842,576.5696496,0.025,26.69,6.1,40.5,22.2
4845,93271,71.17299675,0.2,39.83,2.3,19.8,14.3
2201,90068,3264.585567,0.25,54.27,6.8,19.3,18.7
6005,95131,1884.682919,1.115,41.13,23.5,21.3,17.9
5552,90049,1092.089641,1.035,53.04,2.5,17.5,22.1
5224,92027,513.6798283,0.17,28.63,15.5,55.3,21
5511,90703,1362.685622,0.315,48.51,9.1,15.7,11.2
8701,95691,444.0310192,0.245,37.45,3.4,11.7,12.9
3776,93551,182.3310783,0,30.13,5.1,22.1,14.4
4211,95037,1699.232799,1.21,48.17,4,12.6,14.6
5748,95616,1375.530743,0.75,49.00,7.8,56.8,29.3
3997,92807,2468.011039,0.22,47.97,3,9.8,13
8256,92833,719.7256976,0.26,44.58,15.3,12.5,15.5
4329,96002,1014.546866,0.725,39.77,0,35,16.5
4652,95692,280.6636553,2,41.92,0,17,5.3
7831,92020,814.4275708,0.21,31.07,12.7,41.8,29
11946,92880,259.226052,0.04,39.14,8.8,8.5,13.5
4845,91001,216.2230443,0,38.16,0.1,28,14.3
7369,92111,987.230439,0.435,38.98,13.2,16.9,13.9
6968,92374,317.1871725,0.1,34.07,2.8,18.3,9.9
5029,93446,385.9270207,0.1,40.03,8.9,37.3,15.6
2564,95632,665.2241369,0,31.39,9.1,34.5,19.9
5781,92276,2014.141624,0.035,34.13,8.5,34.9,16.7
3578,94591,452.2788364,0.075,28.43,3.7,19.7,23.4
4092,95356,736.2393256,0.5,52.92,3.5,28.3,12.7
5093,95128,2297.600341,0.165,38.57,12.3,19.8,24.9
5546,92056,1201.359739,0.29,37.27,7,38.2,17.8
5232,95842,1142.728386,0.11,25.76,6.9,44.8,22.6
4510,90703,1397.004926,0.225,43.97,7.7,17,10.7
3490,92672,2071.086128,0.3,50.04,2.1,33.1,21.8
5374,93001,1741.591957,0.37,58.77,0.7,17.2,14.4
5903,94901,2143.575568,1.56,44.63,6.4,26.4,19.5
3473,94110,2043.750636,1.765,54.44,2.3,12.7,10.8
4068,92083,725.2806114,0.06,28.91,10.1,54.2,27.4
5256,94015,1001.753666,0.15,32.16,14.7,12.6,8.6
5834,95938,304.8421748,0.045,47.11,0,20.1,14.4
6398,93657,198.0528321,0.1,52.74,7,12.7,5.3
3566,93711,1187.323562,0.135,49.74,0,23.2,13.5
4870,92223,2652.637945,1.46,35.62,3.7,19,19.4
3011,96150,639.7755249,0.635,39.91,3.9,24.7,20
5063,94580,494.9429139,0.415,33.98,8.8,12.8,11.2
4551,94132,1508.963746,0.525,33.14,6.4,67.5,49.6
12989,91709,1152.382126,0.1,46.30,10.2,17,9.6
5402,95138,1680.721491,11.835,41.05,16.3,9.6,9.3
5988,91101,775.0962426,0.735,49.92,12.4,27.1,19.1
4050,93309,758.7986071,0.05,32.49,2.3,28.8,13.7
5461,92234,841.9000061,0.02,24.62,13.4,65.4,29.8
31118,91913,1069.140028,0.675,37.21,9.1,22.1,27.7
6714,95531,264.9108243,0.275,27.67,0.1,32.7,8.4
2567,90024,1362.998845,0.94,46.16,NA,29.6,23.2
3918,90034,6408.077277,0.625,52.92,9.6,33.7,23.1
3786,90731,327.3052546,0.1,34.68,5.6,20.2,12.5
5138,95667,1011.262059,0.645,34.49,1.2,25.3,18.4
5577,90403,1117.617559,0.44,44.30,11.5,24.9,19.8
4423,92243,577.2154371,0.055,31.02,6.1,12.7,6.5
7280,91208,1665.415846,0.2,52.87,12.4,16.2,17.9
3326,96150,1169.131857,0.025,30.46,10.1,44.8,29.8
13222,94158,1644.995655,18.225,53.71,11,16.1,13.6
4016,93535,254.2599802,0,21.54,4.9,44.3,23.9
12367,95035,1551.004518,3.485,44.59,16.6,14,11.2
5193,92590,2042.114646,0.175,42.48,2,17.7,11
4510,92614,2667.155324,0.47,52.37,7.2,16,14.3
5161,91791,549.0860605,0.035,42.18,14.9,16.6,17.1
5880,94401,787.6750502,1,41.73,13.8,17.8,18.2
4011,94533,568.4107319,0.06,21.39,NA,62.7,23.1
7873,95012,1336.820453,0.56,42.42,15.1,26.9,7.5
5538,91801,777.9024277,0.185,48.13,16.7,23.6,16.4
4873,95035,1378.072419,0.26,35.24,13.1,19.1,13.3
4318,92630,804.507188,0.325,39.55,3.1,12.6,13.9
4997,94544,842.3589382,0.115,29.53,6.2,12.9,10.8
6321,95621,882.7792279,0.25,33.42,0.6,22.1,11.2
4565,92614,2228.06193,0.135,48.82,9.9,23.7,15.5
6416,91040,2484.218077,0.125,43.54,3.5,19,18.6
3290,91105,1029.789128,0.81,54.58,2.8,14.3,17.4
3335,92553,479.8723084,0.02,23.38,8,38.5,17.1
5252,95608,991.092095,0.25,34.48,5.7,30.5,17.1
3437,92557,356.5667399,0.095,28.62,7,27.6,7.6
4492,94538,1105.628037,0.725,32.14,13.6,11.3,15.5
7741,95503,710.254792,2.7,34.96,5.4,32.1,6.7
3688,90815,990.9943119,0.915,46.88,4.3,14,16.2
7903,94112,1363.088794,0.26,35.74,23.4,27.1,11.4
4881,96013,90.009128,0.2,29.07,3,40.3,12.3
2874,95841,1208.203397,0.13,36.83,6.6,40.5,23.1
4760,92544,297.7239026,0.3,26.22,4.6,36.4,13.7
3364,92064,753.5891288,1.325,40.94,6.4,30.3,17.9
3971,91104,677.8972994,0.01,35.69,5.2,32.1,23
2370,92103,1301.793939,1.4,53.53,0.5,12.9,21.1
4569,94121,1046.813399,0.325,36.06,19,23.5,18.7
3707,96003,99.05851967,0.325,34.20,0,43.9,17.6
5270,92056,709.1526509,1.78,43.64,3.9,22.9,11.7
4078,94577,439.5552406,0.11,32.09,6.3,26.5,20.2
5863,93035,878.2759637,0.135,46.95,1.5,16.7,16.2
3618,91360,476.6170097,0.3,36.41,3.8,11.8,10.6
3837,94115,860.2503217,1.485,33.57,12.9,26.2,11.3
3324,93711,474.3689997,0.075,35.08,3.7,19.5,11.9
7556,94560,1522.167412,0.4,36.01,8.9,9.1,4.2
2510,93309,1019.06029,0.21,32.29,1.8,23,8.7
2689,91016,505.8428419,0.31,56.34,5.6,16,13.2
5027,93555,374.3421494,0.4,30.15,0.5,29.8,12.6
3611,94402,3294.84902,0.92,50.27,7.8,16.3,14.8
3254,95138,1716.80666,0.81,37.34,4,24.8,21.4
4595,94538,1290.963345,0.345,31.39,13.9,16.3,14.2
7446,90046,1507.223038,0.285,53.63,4.3,20.9,26.7
7004,90025,3019.981232,0.145,51.86,5.9,18.1,22.9
3352,95677,1527.295425,0.435,35.79,6.6,29.6,15.4
2151,90019,1162.048349,0.415,51.33,8.3,11.4,10.8
1664,92283,710.9413909,0.1,34.66,11.9,67.4,12.5
2106,91202,397.9806897,0.075,47.95,10.2,7.5,10.6
4965,92557,491.5371113,0.01,35.46,3.2,20.8,12
3855,92595,2519.175908,0.1,27.91,NA,21.8,11.8
3705,95991,514.7710504,0.125,39.78,2.9,17.8,13.6
3375,96021,242.0206913,0,34.87,1.4,46.3,11.2
5523,95123,1010.408703,2.5,33.52,9.7,18,16.4
11100,95252,244.5689997,0.2,38.12,0,14.3,16
5337,93536,334.243155,0.1,30.40,3.4,25.7,11.5
6317,93065,947.2166746,0.42,39.47,0.8,11.5,14.9
4567,92223,1337.401962,0.335,32.46,5,25.2,14.3
3086,95670,1990.215262,0.1,36.39,2.9,19.3,10.9
3117,90068,1188.132862,0.19,42.10,6.3,10.5,14.2
4747,95687,3395.213247,0.21,36.24,3.1,26,16.7
5420,92114,302.6963241,0.02,24.20,5.7,32.3,13
2878,90024,720.9114187,0.195,37.81,11.1,84,59.2
4871,94061,1280.069918,0.205,34.45,20.9,44.4,24.4
3488,91356,531.7578607,0.125,34.23,10.5,9.5,15
5352,94518,924.1719974,0.435,31.72,17.8,27.7,21.5
3768,92627,1356.945665,0.165,42.35,7.1,14.3,13.8
5049,92124,1444.981177,0.33,44.85,0.8,38.9,41.7
3471,95687,403.4202708,0.1,35.19,0,9.8,4.8
3730,95842,2183.788587,0.15,34.42,7.4,26,9.5
5140,95616,451.7936792,0.435,41.04,3.1,49.8,34
3857,92780,1935.76473,0.65,55.17,3.2,16.6,17.1
21717,92620,2019.505305,0.35,51.49,11.7,23.6,18.5
8081,95060,509.8074222,0.61,37.10,3.9,57.8,40.7
4854,91941,732.6867012,0.205,42.13,8.1,41.3,16.4
9555,92301,692.6206719,0.1,19.13,7.8,50.2,34.8
13457,94531,877.8219066,0.26,27.42,3,17.3,18.6
6310,94015,754.7033216,0.475,30.81,11,12.4,15.8
7467,92126,974.7252739,0.615,35.50,8.5,17,15.1
5823,93551,1361.01052,0.26,36.44,1.4,15.5,12.6
4771,92069,905.1216614,0.835,37.31,2.5,24.6,23.1
3138,91105,1413.084392,0.86,53.94,2.7,13.4,20.6
951,92315,273.6548265,0,23.20,1.4,45,19
1839,92831,970.4166913,0.195,41.96,NA,18.4,13.2
2093,92234,1026.342609,0.15,25.05,8.3,39.7,29
5905,92630,917.4533485,0.59,47.70,9,20.2,13.4
6544,96067,365.8850011,0.2,30.86,0,39.5,20.9
7863,95758,1839.624872,0.08,29.33,6.5,24.3,20.1
2529,90503,1329.034092,0.695,47.54,10.5,11.4,17.7
6393,90630,592.0854316,0.22,43.50,9.8,18.8,9.4
5801,94061,1504.657689,0.495,38.34,7.8,24.6,21.1
5342,95403,1456.468086,2.12,48.79,0.5,22.5,14.6
2295,93043,924.5415249,0.425,45.35,NA,44.1,32.6
5973,95127,718.5013996,0.435,26.72,19.7,25.1,23.7
2553,91775,520.6218922,0.2,51.75,10.7,14.4,16.3
5379,94121,810.681871,0.345,35.27,19.3,26.4,17.4
3859,94102,650.0025737,3.18,42.18,8.5,22.9,19.4
4437,94587,762.6985586,0.17,34.08,9.4,9.6,12.9
4850,93311,814.6110914,0.375,41.04,1.8,16.2,11
3650,91344,388.223765,0.15,38.47,5.6,10.7,16.4
2854,91355,1008.700317,0.41,41.05,5.7,17,9.8
3355,92780,2376.958012,0.475,50.72,6.2,22.7,14.6
6953,91709,761.0301031,0.3,44.39,5.7,11.6,11.7
2373,91754,657.5846883,0.26,40.26,13.2,17.5,17.3
6324,91381,3678.962968,0.275,45.95,10.1,18.5,18.2
5224,94110,622.1865886,1.14,37.74,5.5,22.8,16.1
6758,92064,859.8730834,0.955,42.67,7.2,34.8,20.1
11441,95134,2230.972441,3.66,52.49,9.7,6.5,10.5
4779,92647,751.1120789,0.66,42.06,7.1,19,14.4
3352,90740,4318.724315,0.11,47.71,11.1,31.2,5.6
6406,94015,803.1804248,0.37,33.34,9.4,9.7,9.3
7407,92106,884.5981054,0.775,48.75,5.1,19.2,26.4
3710,92595,1879.537033,0,34.30,NA,32.6,14.2
8931,94513,654.303738,0.925,42.99,1.7,11.1,12.8
3783,95677,876.660859,0.66,38.96,2.3,23.6,15.3
5025,92029,1280.132034,0.305,46.99,2.4,15.9,17.7
2680,92870,939.9736417,0.09,50.24,6.8,11.6,12.9
3552,91326,1840.089199,0.27,37.95,13.1,22.1,15.2
2459,90034,1199.114637,0.26,47.94,3.8,24,17.3
5934,94579,311.6171776,0.135,32.21,22.3,11.9,11.4
3530,90404,893.081357,1.24,47.74,2.2,12.8,17
6999,95683,259.7709453,2,47.29,2.1,12.7,8.8
4631,90041,876.555019,0.295,43.25,7.2,16.3,13.5
2891,94538,1236.084885,1.075,38.25,9.1,11.4,9.5
5557,92708,1031.086397,0.52,45.61,8.6,16.4,18.4
6070,92354,694.7772096,0.94,54.01,4.1,40.8,14.5
3993,90623,1882.655041,0.255,46.70,7.1,16.1,7.9
6009,94015,1936.684054,0.37,38.53,14,18.7,15.5
3990,95621,2978.275411,0.135,33.68,3,26.8,13.4
5272,94513,460.9793231,0.16,40.10,2,9.4,13.2
1332,92282,1286.614397,0,22.69,3.2,68.2,26.2
6228,94558,1183.92624,0.36,46.07,2.9,16.8,17
5625,91748,1094.526722,0.11,41.36,33.2,19.6,16.7
6740,92833,695.8035847,0.235,48.35,18.2,8.1,18.1
4935,92123,587.8049024,0.32,37.21,7.2,28,15.7
3171,92325,185.0783141,0,31.33,0,27.6,7.9
3209,96113,184.7399016,0.5,44.51,0,35.6,10.2
3126,94547,1231.59492,0.775,40.07,4.6,16,12.8
1858,92358,864.6375707,0.01,44.86,1.7,26.9,12.8
4221,90291,784.9219815,0.135,53.71,0.8,13.2,13.8
4786,95660,837.0419344,0.01,27.18,12.6,42.9,27
3971,92240,828.3556826,0.11,20.18,20.2,67.6,22.7
3977,92595,371.5060836,0.11,27.15,2.6,29.3,12.6
3452,95833,726.3846773,0.11,27.83,0,30.9,19.8
1858,92586,1809.460793,0.03,29.89,0,39.6,15.1
4875,92647,874.1797466,0.36,42.70,2.2,13.6,19.4
6890,92336,683.1807533,0.45,40.44,3,15.9,1.6
4694,95228,162.7113939,0,41.00,0,21,16.2
5694,90034,3094.878739,0.345,45.22,6.4,18.2,12.8
9609,91208,1026.695542,0.135,52.68,14.3,18.2,28.6
4070,90814,627.5457817,0.32,35.37,5.4,41.2,26.6
7094,94551,563.0774871,0.8,41.99,9,16.2,17.2
4239,95054,2344.5212,8.37,55.74,6.1,15,11.2
7598,92115,727.7695707,0.41,36.20,1.9,45.4,18.8
4163,92869,2139.286651,0.4,56.26,2.2,13.4,19.5
3467,92557,690.2762335,0.05,26.90,2.7,45.6,19.6
3228,90068,3143.034027,0.135,54.96,4.1,18.7,22
4870,95355,818.3364566,0.01,30.51,8.9,32.7,19.4
3608,94619,973.8053346,0.2,30.26,7.4,19.2,9.5
4087,94585,697.6249904,6.37,33.36,5.3,15.7,16
5201,94501,672.0906361,0.39,42.64,5.9,14.7,11.1
3107,95678,703.1727255,0.3,40.03,3.9,25.9,14.7
2015,95060,748.6448557,0.46,40.98,0,36.9,20.3
4134,92586,1914.533759,0.37,30.73,1.3,33.2,24.8
16448,92344,1075.794438,0.3,29.92,NA,24.9,5.8
5911,92835,2069.290619,0.375,48.56,6,14.8,19
4823,95125,2751.553003,0.31,47.59,5.1,17.5,16.3
4924,91307,622.2150763,0.22,41.63,3,8.9,10.9
4942,93283,68.19991052,0.1,28.65,0.7,52.3,15.3
4058,94503,1701.115443,0.2,27.74,7,19.4,11.4
3394,94112,2281.270723,0.07,35.98,17.4,27.4,15.2
4699,93727,786.8829345,0.46,41.36,4.4,37.3,17
3326,96019,521.6540443,0.125,30.15,0,45.2,19.9
6107,92262,570.5622268,0.2,23.19,12,57.6,18.1
3286,92840,1000.946137,0.135,38.30,10.9,20.3,6.1
6459,90505,984.7982159,0.505,40.87,17.6,16.6,17.1
5717,94566,1070.889871,0.73,44.73,5.8,23,23.9
6433,92308,668.1878071,0.475,25.86,4.5,27.5,14.2
9253,92606,837.4249313,0.4,49.20,13.5,17,19.2
7622,90638,951.5713941,0.37,43.00,20.7,18.8,12.5
5401,95126,1577.4673,0.355,43.87,11.3,14,14.2
5936,90212,1132.99111,0.82,52.39,4.2,14.9,15.5
5109,93110,1365.045972,0.25,42.42,2.7,22.2,17.8
8220,92591,2443.406912,0.76,39.06,2.1,18.4,28.5
4198,92114,306.0342287,0,29.75,1.9,30,13.3
3379,93940,1308.328565,0.15,40.05,1.8,16.3,23.9
2019,90048,1445.786586,0.74,51.19,6,11.5,16.1
5519,93536,333.8037893,0,27.56,4.8,28.3,20.1
6030,94403,3683.879233,2.21,46.54,13.6,15.3,13.7
7944,93004,769.8167045,0.75,40.83,5.8,16.5,17.2
1634,93536,585.1163279,0.6,43.53,1.1,35,14.8
5604,94080,766.6150236,0.795,39.20,8.6,14.6,13.4
6738,95843,954.5095222,0.6,27.91,NA,27.3,18.7
3836,92626,1006.606855,0.325,41.51,2.9,21.8,15
4582,94903,2523.246113,0.75,38.48,7.8,10.1,23.7
4572,91311,926.0374672,0.78,45.51,2.3,13.2,12.6
10265,94588,2460.078009,0.35,43.58,6.5,6.5,7.8
5075,92584,1516.449779,0.3,39.23,0.5,19.9,12
5314,93536,618.8229553,0.71,30.08,2.8,22.3,15.2
